Effective Date,Model,Package Description,List Price CAD,List Price USD,USD Source,Source File
2025-05-05,P40,Leica ScanStation P40 Scanning System with RCS Package,120495.85,97825.0,Actual,2025-05-01/CAN/NL_CAN_LA2_0000389876_2025-05-05_13-38-05_CAD_EN.xlsx
2025-05-05,P50,Leica ScanStation P50 Scanning System with RCS Package,127355.85,103370.0,Actual,2025-05-01/CAN/NL_CAN_LA2_0000389876_2025-05-05_13-38-05_CAD_EN.xlsx
2025-05-05,RTC360,RTC360 Package with RCS,121242.1,98326.7,Actual,2025-05-01/CAN/NL_CAN_LA2_0000389876_2025-05-05_13-38-05_CAD_EN.xlsx
2025-05-05,RTC360 LT,RTC360 LT Package with RCS,103392.1,83486.7,Actual,2025-05-01/CAN/NL_CAN_LA2_0000389876_2025-05-05_13-38-05_CAD_EN.xlsx
2025-07-10,BLK ARC,Leica BLK ARC on Spot with RCS System Package,,55425.0,Actual,2025-07-10/USA/NL_USA_LR1_0000390656_2025-07-10_21-45-27_USD_EN.xlsx
2025-07-10,BLK2FLY,Leica BLK2FLY Hardware Package with RCS,,66570.0,Actual,2025-07-10/USA/NL_USA_LR1_0000390656_2025-07-10_21-45-27_USD_EN.xlsx
2025-07-10,BLK2GO,Leica BLK2GO with RCS Starter Package,,58740.0,Actual,2025-07-10/USA/NL_USA_LR1_0000390656_2025-07-10_21-45-27_USD_EN.xlsx
2025-07-10,BLK2GO PULSE,Leica BLK2GO PULSE Hardware Package with RCS,,42800.0,Actual,2025-07-10/USA/NL_USA_LR1_0000390656_2025-07-10_21-45-27_USD_EN.xlsx
2025-07-10,BLK360 G2,Leica BLK360 G2 Hardware Package with RCS,,28665.0,Actual,2025-07-10/USA/NL_USA_LA2_0000390656_2025-07-10_21-42-48_USD_EN.xlsx
2025-07-10,P40,Leica ScanStation P40 Scanning System with RCS Package,,97375.0,Actual,2025-07-10/USA/NL_USA_LA2_0000390656_2025-07-10_21-42-48_USD_EN.xlsx
2025-07-10,P50,Leica ScanStation P50 Scanning System with RCS Package,,102920.0,Actual,2025-07-10/USA/NL_USA_LA2_0000390656_2025-07-10_21-42-48_USD_EN.xlsx
2025-07-10,RTC360,RTC360 Package with RCS,,97876.7,Actual,2025-07-10/USA/NL_USA_LA2_0000390656_2025-07-10_21-42-48_USD_EN.xlsx
2025-07-10,RTC360 LT,RTC360 LT Package with RCS,,83036.7,Actual,2025-07-10/USA/NL_USA_LA2_0000390656_2025-07-10_21-42-48_USD_EN.xlsx
2025-10-02,BLK ARC,Leica BLK ARC on Spot with RCS System Package,68950.0,55425.0,Actual,2025-10-02/CAD/NL_CAN_LR1_0000389876_2025-10-02_19-36-34_CAD_EN.xlsx
2025-10-02,BLK2FLY,Leica BLK2FLY Hardware Package with RCS,83240.0,66570.0,Actual,2025-10-02/CAD/NL_CAN_LR1_0000389876_2025-10-02_19-36-34_CAD_EN.xlsx
2025-10-02,BLK2GO,Leica BLK2GO with RCS Starter Package,72725.0,58740.0,Actual,2025-10-02/CAD/NL_CAN_LR1_0000389876_2025-10-02_19-36-34_CAD_EN.xlsx
2025-10-02,BLK2GO PULSE,Leica BLK2GO PULSE Hardware Package with RCS,53000.0,42800.0,Actual,2025-10-02/CAD/NL_CAN_LR1_0000389876_2025-10-02_19-36-34_CAD_EN.xlsx
2025-10-02,BLK360 G2,Leica BLK360 G2 Hardware Package with RCS,35545.0,28665.0,Actual,2025-10-02/CAD/NL_CAN_LA2_0000389876_2025-10-02_19-31-49_CAD_EN.xlsx
2025-10-02,P40,Leica ScanStation P40 Scanning System with RCS Package,120495.85,97375.0,Actual,2025-10-02/CAD/NL_CAN_LA2_0000389876_2025-10-02_19-31-49_CAD_EN.xlsx
2025-10-02,P50,Leica ScanStation P50 Scanning System with RCS Package,127355.85,102920.0,Actual,2025-10-02/CAD/NL_CAN_LA2_0000389876_2025-10-02_19-31-49_CAD_EN.xlsx
2025-10-02,RTC360,RTC360 Package with RCS,121242.1,97876.7,Actual,2025-10-02/CAD/NL_CAN_LA2_0000389876_2025-10-02_19-31-49_CAD_EN.xlsx
2025-10-02,RTC360 LT,RTC360 LT Package with RCS,103392.1,83036.7,Actual,2025-10-02/CAD/NL_CAN_LA2_0000389876_2025-10-02_19-31-49_CAD_EN.xlsx
2025-10-08,BLK ARC,Leica BLK ARC on Spot with RCS System Package,68950.0,55425.0,Actual,2025-10-08/CAD/NL_CAN_LR1_0000389876_2025-10-08_14-38-15_CAD_EN.xlsx
2025-10-08,BLK2FLY,Leica BLK2FLY Hardware Package with RCS,83240.0,66570.0,Actual,2025-10-08/CAD/NL_CAN_LR1_0000389876_2025-10-08_14-38-15_CAD_EN.xlsx
2025-10-08,BLK2GO,Leica BLK2GO with RCS Starter Package,72725.0,58740.0,Actual,2025-10-08/CAD/NL_CAN_LR1_0000389876_2025-10-08_14-38-15_CAD_EN.xlsx
2025-10-08,BLK2GO PULSE,Leica BLK2GO PULSE Hardware Package with RCS,53000.0,42800.0,Actual,2025-10-08/CAD/NL_CAN_LR1_0000389876_2025-10-08_14-38-15_CAD_EN.xlsx
2025-10-08,BLK360 G2,Leica BLK360 G2 Hardware Package with RCS,35545.0,28665.0,Actual,2025-10-08/CAD/NL_CAN_LA2_0000389876_2025-10-08_14-32-02_CAD_EN.xlsx
2025-10-08,P40,Leica ScanStation P40 Scanning System with RCS Package,120495.85,97375.0,Actual,2025-10-08/CAD/NL_CAN_LA2_0000389876_2025-10-08_14-32-02_CAD_EN.xlsx
2025-10-08,P50,Leica ScanStation P50 Scanning System with RCS Package,127355.85,102920.0,Actual,2025-10-08/CAD/NL_CAN_LA2_0000389876_2025-10-08_14-32-02_CAD_EN.xlsx
2025-10-08,RTC360,RTC360 Package with RCS,121242.1,97876.7,Actual,2025-10-08/CAD/NL_CAN_LA2_0000389876_2025-10-08_14-32-02_CAD_EN.xlsx
2025-10-08,RTC360 LT,RTC360 LT Package with RCS,103392.1,83036.7,Actual,2025-10-08/CAD/NL_CAN_LA2_0000389876_2025-10-08_14-32-02_CAD_EN.xlsx
2025-12-09,BLK ARC,Leica BLK ARC on Spot with RCS System Package,68950.0,55425.0,Actual,2025-12-09/CAD/NL_CAN_LR1_0000389876_2025-12-09_17-01-04_CAD_EN.xlsx
2025-12-09,BLK2FLY,Leica BLK2FLY Hardware Package with RCS,83240.0,66570.0,Actual,2025-12-09/CAD/NL_CAN_LR1_0000389876_2025-12-09_17-01-04_CAD_EN.xlsx
2025-12-09,BLK2GO,BLK2GO Essentials Package,48000.0,38776.46,Extrapolated,2025-12-09/CAD/NL_CAN_LR1_0000389876_2025-12-09_17-01-04_CAD_EN.xlsx
2025-12-09,BLK2GO PULSE,Leica BLK2GO PULSE Hardware Package with RCS,53000.0,42800.0,Actual,2025-12-09/CAD/NL_CAN_LR1_0000389876_2025-12-09_17-01-04_CAD_EN.xlsx
2025-12-09,BLK360 G2,Leica BLK360 G2 Hardware Package with RCS,35545.0,28665.0,Actual,2025-12-09/CAD/NL_CAN_LA2_0000389876_2025-12-09_17-00-18_CAD_EN.xlsx
2025-12-09,P40,Leica ScanStation P40 Scanning System with RCS Package,120495.85,97375.0,Actual,2025-12-09/CAD/NL_CAN_LA2_0000389876_2025-12-09_17-00-18_CAD_EN.xlsx
2025-12-09,P50,Leica ScanStation P50 Scanning System with RCS Package,127355.85,102920.0,Actual,2025-12-09/CAD/NL_CAN_LA2_0000389876_2025-12-09_17-00-18_CAD_EN.xlsx
2025-12-09,RTC360,RTC360 Package with RCS,121242.1,97876.7,Actual,2025-12-09/CAD/NL_CAN_LA2_0000389876_2025-12-09_17-00-18_CAD_EN.xlsx
2025-12-09,RTC360 LT,RTC360 LT Package with RCS,103392.1,83036.7,Actual,2025-12-09/CAD/NL_CAN_LA2_0000389876_2025-12-09_17-00-18_CAD_EN.xlsx
2026-01-01,BLK ARC,Leica BLK ARC on Spot with RCS System Package,69650.0,55625.0,Actual,2026-01-01/CAD/2026-01-01-CAN_LR1.xlsx
2026-01-01,BLK2FLY,Leica BLK2FLY Hardware Package with RCS,83940.0,66770.0,Actual,2026-01-01/CAD/2026-01-01-CAN_LR1.xlsx
2026-01-01,BLK2GO,BLK2GO Essentials Package,48150.0,38504.88,Extrapolated,2026-01-01/CAD/2026-01-01-CAN_LR1.xlsx
2026-01-01,BLK2GO PULSE,Leica BLK2GO PULSE Hardware Package with RCS,53700.0,43000.0,Actual,2026-01-01/CAD/2026-01-01-CAN_LR1.xlsx
2026-01-01,BLK360 G2,Leica BLK360 G2 Hardware Package with RCS,36245.0,28865.0,Actual,2026-01-01/CAD/2026-01-01-CAN_LA2.xlsx
2026-01-01,P40,Leica ScanStation P40 Scanning System with RCS Package,126991.85,101125.0,Actual,2026-01-01/CAD/2026-01-01-CAN_LA2.xlsx
2026-01-01,P50,Leica ScanStation P50 Scanning System with RCS Package,133851.85,106670.0,Actual,2026-01-01/CAD/2026-01-01-CAN_LA2.xlsx
2026-01-01,RTC360,RTC360 Package with RCS,127747.1,101636.7,Actual,2026-01-01/CAD/2026-01-01-CAN_LA2.xlsx
2026-01-01,RTC360 LT,RTC360 LT Package with RCS,109397.1,86796.7,Actual,2026-01-01/CAD/2026-01-01-CAN_LA2.xlsx
2026-01-05,BLK ARC,Leica BLK ARC on Spot with RCS System Package,74850.0,59825.0,Actual,2026-01-05/CAD/NL_CAN_LR1_0000389876_2026-01-05_15-02-35_CAD_EN.xlsx
2026-01-05,BLK2FLY,Leica BLK2FLY Hardware Package with RCS,89140.0,70970.0,Actual,2026-01-05/CAD/NL_CAN_LR1_0000389876_2026-01-05_15-02-35_CAD_EN.xlsx
2026-01-05,BLK2GO,Leica BLK2GO with RCS Starter Package,78625.0,63140.0,Actual,2026-01-05/CAD/NL_CAN_LR1_0000389876_2026-01-05_15-02-35_CAD_EN.xlsx
2026-01-05,BLK2GO PULSE,Leica BLK2GO PULSE Hardware Package with RCS,58900.0,47200.0,Actual,2026-01-05/CAD/NL_CAN_LR1_0000389876_2026-01-05_15-02-35_CAD_EN.xlsx
2026-01-05,BLK360 G2,Leica BLK360 G2 Hardware Package with RCS,41445.0,33065.0,Actual,2026-01-05/CAD/NL_CAN_LA2_0000389876_2026-01-05_15-02-06_CAD_EN.xlsx
2026-01-05,P40,Leica ScanStation P40 Scanning System with RCS Package,126991.85,101125.0,Actual,2026-01-05/CAD/NL_CAN_LA2_0000389876_2026-01-05_15-02-06_CAD_EN.xlsx
2026-01-05,P50,Leica ScanStation P50 Scanning System with RCS Package,133851.85,106670.0,Actual,2026-01-05/CAD/NL_CAN_LA2_0000389876_2026-01-05_15-02-06_CAD_EN.xlsx
2026-01-05,RTC360,RTC360 Package with RCS,127747.1,101636.7,Actual,2026-01-05/CAD/NL_CAN_LA2_0000389876_2026-01-05_15-02-06_CAD_EN.xlsx
2026-01-05,RTC360 LT,RTC360 LT Package with RCS,109397.1,86796.7,Actual,2026-01-05/CAD/NL_CAN_LA2_0000389876_2026-01-05_15-02-06_CAD_EN.xlsx
2026-01-26,BLK ARC,Leica BLK ARC on Spot with RCS System Package,68950.01,55425.01,Actual,2026-01-26/CAD/2026-01-26-CAN_LR1.xlsx
2026-01-26,BLK2FLY,Leica BLK2FLY Hardware Package with RCS,83240.01,66570.01,Actual,2026-01-26/CAD/2026-01-26-CAN_LR1.xlsx
2026-01-26,BLK2GO,Leica BLK2GO Starter Package,48000.0,37500.0,Actual,2026-01-26/CAD/2026-01-26-CAN_LR1.xlsx
2026-01-26,BLK2GO PULSE,Leica BLK2GO PULSE Hardware Package with RCS,53000.01,42800.01,Actual,2026-01-26/CAD/2026-01-26-CAN_LR1.xlsx
2026-01-26,BLK360 G2,Leica BLK360 G2 Hardware Package with RCS,35545.01,28665.01,Actual,2026-01-26/CAD/2026-01-26-CAN_LA2.xlsx
2026-01-26,P40,Leica ScanStation P40 Scanning System with RCS Package,109291.86,87925.01,Actual,2026-01-26/CAD/2026-01-26-CAN_LA2.xlsx
2026-01-26,P50,Leica ScanStation P50 Scanning System with RCS Package,116151.86,93470.01,Actual,2026-01-26/CAD/2026-01-26-CAN_LA2.xlsx
2026-01-26,RTC360,RTC360 Package with RCS,103527.11,82936.71,Actual,2026-01-26/CAD/2026-01-26-CAN_LA2.xlsx
2026-01-26,RTC360 LT,RTC360 LT Package with RCS,85177.11,68096.71,Actual,2026-01-26/CAD/2026-01-26-CAN_LA2.xlsx
2026-04-30,BLK ARC,Leica BLK ARC on Spot with HGC System Package,68950.01,55425.01,Actual,2026-04-30/CAD/NL_CAN_LR1_0000389876_2026-04-30_15-52-48_CAD_EN.xlsx
2026-04-30,BLK2FLY,Leica BLK2FLY Hardware Package with HGC,83240.01,66570.01,Actual,2026-04-30/CAD/NL_CAN_LR1_0000389876_2026-04-30_15-52-48_CAD_EN.xlsx
2026-04-30,BLK2GO,Leica BLK2GO Starter Package,48000.0,37500.0,Actual,2026-04-30/CAD/NL_CAN_LR1_0000389876_2026-04-30_15-52-48_CAD_EN.xlsx
2026-04-30,BLK2GO PULSE,Leica BLK2GO PULSE Hardware Package with HGC,53000.01,42800.01,Actual,2026-04-30/CAD/NL_CAN_LR1_0000389876_2026-04-30_15-52-48_CAD_EN.xlsx
2026-04-30,P40,Leica ScanStation P40 Scanning System with HGC Package,109291.86,87925.01,Actual,2026-04-30/CAD/NL_CAN_LA2_0000389876_2026-04-30_15-52-18_CAD_EN.xlsx
2026-04-30,P50,Leica ScanStation P50 Scanning System with HGC Package,116151.86,93470.01,Actual,2026-04-30/CAD/NL_CAN_LA2_0000389876_2026-04-30_15-52-18_CAD_EN.xlsx
2026-04-30,RTC360,RTC360 Package with HGC,103527.11,82936.71,Actual,2026-04-30/CAD/NL_CAN_LA2_0000389876_2026-04-30_15-52-18_CAD_EN.xlsx
2026-04-30,RTC360 LT,RTC360 LT Package with HGC,85177.11,68096.71,Actual,2026-04-30/CAD/NL_CAN_LA2_0000389876_2026-04-30_15-52-18_CAD_EN.xlsx
2026-06-25,RTC360,RTC360 Package with RCS,74600.0,56000.0,Actual,(manual entry)
